Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
전남,배추,여름,관행,N,1.33,27.5,0.75,19.0,53.1,122.0,5.64,260,2022,0
제주,감귤,봄,관행,N,3.88,25.9,1.1,33.4,67.2,53.6,5.59,185,2018,0
경남,고추,여름,관행,N,0.23,6.6,2.15,25.8,76.8,13.6,6.53,172,2018,1
강원,감귤,겨울,유기,N,2.96,36.5,1.36,32.4,49.7,106.7,6.74,211,2020,0
강원,상추,겨울,유기,N,2.68,17.3,1.27,22.6,75.1,4.0,6.65,222,2019,2
강원,감귤,가을,관행,Y,1.93,27.5,0.82,12.6,46.6,75.8,7.05,211,2022,0
경북,토마토,겨울,관행,Y,2.9,51.0,0.9,18.5,64.0,6.8,5.98,237,2023,0
경북,감귤,봄,유기,N,0.27,26.3,0.35,26.6,78.2,45.4,6.96,228,2020,0
충남,고추,봄,관행,Y,1.43,37.4,0.89,10.6,44.7,52.1,6.73,142,2022,0
전북,토마토,봄,유기,N,2.8,15.3,1.88,27.9,77.9,31.7,5.75,212,2020,2
충남,감귤,가을,관행,Y,2.47,35.5,0.21,19.2,48.6,46.1,6.8,210,2020,0
전남,포도,가을,유기,Y,2.49,32.9,0.73,12.6,81.2,157.3,6.53,207,2018,0
경남,토마토,겨울,유기,N,1.77,23.8,0.58,29.8,57.8,91.8,6.51,219,2020,0
전남,사과,봄,관행,Y,0.87,13.8,2.22,29.8,81.8,0.0,5.38,249,2022,1
전남,감귤,겨울,유기,N,3.75,40.0,0.41,24.5,79.3,1.0,5.46,139,2023,0
전북,상추,가을,유기,Y,1.7,52.3,0.15,20.6,63.6,88.4,5.26,192,2021,0
강원,상추,봄,관행,N,1.42,8.5,2.14,27.1,60.9,68.0,6.51,234,2020,2
충북,감귤,가을,관행,N,1.92,28.5,0.87,15.9,68.3,61.1,6.68,185,2022,0
제주,사과,여름,유기,N,2.07,36.5,0.87,13.0,57.5,65.7,7.01,186,2018,0
경기,토마토,여름,관행,N,1.16,17.3,1.06,23.5,54.5,81.5,6.29,204,2020,0
경기,고추,봄,유기,Y,1.19,27.6,0.64,24.1,72.4,88.0,7.31,267,2018,0
전북,상추,봄,관행,Y,2.3,46.1,0.98,19.2,58.4,56.6,5.89,193,2018,0
충북,포도,가을,관행,Y,2.98,33.1,1.08,20.1,75.4,140.2,6.62,121,2019,0
경남,감귤,가을,유기,Y,1.76,1.1,1.77,30.1,73.3,21.9,7.23,97,2023,1
강원,포도,가을,유기,Y,1.49,30.5,0.34,20.8,72.9,131.6,5.46,235,2020,0
충남,상추,여름,유기,N,0.84,43.6,0.0,18.2,54.6,87.3,6.6,214,2022,0
제주,상추,겨울,관행,Y,2.89,54.3,1.45,30.6,74.0,83.6,6.92,147,2022,0
전남,상추,가을,관행,N,1.08,36.0,1.31,19.0,68.7,95.2,5.89,176,2020,0
전북,상추,여름,유기,Y,1.63,31.8,0.63,21.7,58.4,96.1,6.78,213,2023,0
전남,상추,봄,유기,Y,0.27,47.5,0.59,16.1,48.0,58.3,6.45,206,2019,0
제주,고추,겨울,관행,N,2.41,46.7,0.29,15.3,64.0,78.9,7.73,176,2019,0
경남,토마토,여름,유기,N,1.22,21.9,0.82,17.5,58.2,36.9,7.02,227,2020,0
제주,상추,겨울,유기,N,0.77,37.4,0.81,20.8,48.0,72.3,7.11,183,2021,0
전북,토마토,겨울,유기,N,3.77,31.2,0.51,26.3,72.8,74.4,7.0,233,2023,0
강원,포도,봄,관행,Y,1.69,4.1,2.81,27.6,78.8,0.0,6.29,200,2021,1
전남,토마토,봄,관행,Y,4.47,31.5,0.71,18.9,51.5,48.4,5.65,297,2019,0
제주,배추,여름,유기,Y,5.1,35.4,1.54,18.4,59.5,55.4,5.64,313,2018,0
충남,고추,봄,관행,N,2.26,40.9,0.77,23.0,75.8,61.1,6.04,246,2020,0
전북,포도,가을,유기,N,0.11,36.9,1.01,28.3,48.0,0.6,6.98,232,2018,0
경기,감귤,가을,관행,N,2.88,28.8,0.38,18.5,53.1,54.0,5.57,154,2019,0
충남,고추,겨울,관행,Y,1.19,38.7,1.15,20.3,58.1,87.2,7.0,183,2022,0
경북,고추,겨울,관행,N,1.42,46.0,1.09,29.2,56.0,77.3,5.97,140,2021,0
경북,감귤,봄,관행,N,1.74,0.3,3.27,25.8,77.3,0.0,6.53,158,2021,1
제주,배추,여름,유기,N,1.78,44.8,0.18,30.8,48.0,100.9,6.27,278,2020,0
전남,감귤,여름,유기,Y,0.33,6.9,2.86,20.9,87.8,30.9,5.65,143,2020,1
경남,사과,봄,관행,N,3.16,35.1,1.07,22.8,61.6,85.1,6.31,205,2021,0
제주,토마토,가을,유기,N,0.61,39.8,0.52,16.0,66.8,24.4,5.0,83,2022,0
제주,사과,봄,관행,Y,2.73,21.0,0.95,21.1,52.4,90.9,6.29,150,2023,0
전북,고추,겨울,관행,Y,3.54,54.3,0.79,28.5,80.7,77.6,7.05,288,2021,0
경기,포도,봄,관행,Y,2.51,35.1,0.62,32.5,73.0,77.7,5.55,248,2022,0
경남,토마토,봄,유기,Y,1.53,41.1,0.37,18.0,37.2,117.5,5.61,304,2019,0
충북,토마토,봄,유기,N,1.46,30.6,0.3,21.7,73.5,114.3,5.14,233,2020,0
제주,고추,겨울,유기,Y,1.9,9.1,2.63,29.1,81.4,26.9,5.71,138,2022,1
충남,사과,여름,관행,Y,1.42,6.5,1.67,30.2,63.4,5.1,6.54,170,2021,1
전북,사과,겨울,관행,Y,1.01,32.7,1.51,25.7,63.3,33.9,5.19,263,2020,0
경북,토마토,봄,유기,N,0.6,57.0,0.99,18.4,41.7,47.3,6.03,169,2021,0
제주,고추,봄,관행,Y,1.57,29.0,0.71,19.2,50.5,76.1,6.32,214,2022,0
충북,감귤,여름,유기,Y,0.78,49.7,0.83,24.5,72.8,43.2,6.8,211,2018,0
충남,포도,여름,관행,Y,1.71,27.8,0.88,19.2,62.4,57.0,6.35,257,2023,0
강원,고추,여름,관행,Y,2.12,24.1,1.03,22.2,59.1,29.9,5.92,263,2021,0
경기,고추,봄,관행,Y,2.82,30.6,0.87,26.6,67.3,40.2,6.86,175,2022,0
경북,감귤,겨울,유기,N,0.83,23.1,1.32,23.7,84.7,37.0,6.28,165,2022,0
경기,사과,겨울,유기,Y,1.8,33.1,0.77,15.2,82.2,43.7,5.42,197,2021,0
경북,고추,가을,관행,N,0.38,29.6,1.24,29.1,62.6,12.9,5.92,212,2023,0
전남,사과,봄,관행,Y,0.74,9.5,1.53,20.1,84.1,0.0,6.66,247,2020,1
전남,상추,겨울,관행,N,1.62,35.2,1.19,15.3,58.0,102.0,7.24,215,2019,0
전남,고추,봄,관행,Y,2.13,44.2,0.16,17.6,60.1,106.4,4.76,216,2019,0
충남,사과,가을,관행,N,0.22,30.4,0.0,33.3,72.1,91.0,6.04,295,2023,0
전북,토마토,겨울,관행,Y,1.45,41.6,0.25,33.2,71.7,125.8,6.47,204,2023,0
강원,사과,여름,유기,N,1.0,39.5,0.82,20.2,80.2,14.0,6.17,158,2023,0
충남,고추,여름,유기,Y,4.33,41.9,0.61,21.1,60.8,121.2,7.34,235,2021,0
제주,포도,가을,관행,N,0.84,38.8,1.18,27.9,59.1,97.2,6.95,71,2019,0
충남,배추,겨울,유기,Y,2.43,25.0,0.69,21.6,52.5,90.8,6.5,135,2018,0
강원,고추,겨울,관행,Y,0.86,39.0,0.39,17.9,45.6,68.5,7.06,104,2021,0
충남,사과,여름,관행,Y,2.8,20.5,2.05,19.1,59.9,36.9,5.7,211,2022,2
강원,배추,겨울,유기,N,0.37,23.6,0.79,23.7,59.9,103.6,5.62,120,2022,0
경북,배추,봄,유기,N,0.86,11.9,0.57,18.3,51.2,19.0,6.37,294,2021,2
경기,포도,여름,관행,Y,1.36,30.6,1.06,20.3,71.6,95.3,6.69,244,2019,0
강원,배추,겨울,유기,Y,2.06,8.7,1.62,30.3,76.1,0.0,6.62,211,2019,1
강원,고추,봄,유기,Y,3.76,47.9,0.18,13.7,63.5,79.8,7.23,242,2019,0
전남,고추,봄,관행,N,2.37,42.6,0.74,20.5,67.2,28.3,5.0,198,2021,0
전북,배추,여름,관행,N,1.52,43.0,0.89,29.6,62.0,48.0,5.98,200,2018,0
충남,사과,여름,유기,Y,1.52,51.1,1.09,24.7,69.4,47.2,6.26,241,2018,0
충남,토마토,가을,관행,Y,2.09,30.0,0.4,31.5,64.7,80.7,7.73,127,2020,0
제주,고추,겨울,관행,Y,1.53,51.4,0.63,21.8,93.4,129.1,6.14,326,2022,0
제주,배추,봄,유기,Y,3.66,25.1,1.71,29.1,42.8,96.6,5.4,251,2022,0
강원,상추,봄,관행,N,1.28,39.9,0.5,23.6,78.3,52.7,6.29,185,2022,0
경남,토마토,봄,유기,Y,0.72,0.0,1.62,32.3,78.2,19.7,5.78,191,2022,1
전북,상추,겨울,유기,Y,0.25,30.7,0.6,24.0,71.6,52.8,5.86,241,2018,0
경남,사과,봄,관행,Y,1.51,26.3,0.17,37.4,82.9,84.6,6.61,216,2018,0
경기,포도,여름,유기,N,8.55,45.5,0.85,14.1,82.0,104.5,6.59,295,2018,0
경남,고추,겨울,관행,N,2.09,14.2,0.46,25.8,41.2,72.1,5.76,201,2022,0
경북,고추,여름,유기,N,0.97,35.6,0.9,29.3,75.1,95.6,5.91,302,2023,0
경기,토마토,봄,관행,N,0.73,27.2,0.67,28.3,74.0,102.7,5.44,283,2018,0
충북,배추,가을,관행,Y,1.11,5.8,2.9,24.8,67.8,18.8,6.29,176,2022,1
전북,배추,여름,관행,N,2.4,38.6,0.2,24.8,62.6,73.6,5.35,227,2018,0
충남,감귤,여름,유기,N,1.47,46.6,1.1,23.6,54.4,86.1,7.58,223,2022,0
전북,배추,가을,관행,Y,6.68,28.2,0.71,24.1,89.5,79.8,6.67,197,2019,0
제주,토마토,겨울,유기,Y,0.56,31.2,0.42,18.8,71.5,46.3,5.34,267,2019,0
전북,고추,가을,관행,N,2.63,23.9,0.91,20.1,61.0,91.3,6.58,177,2019,0
제주,포도,가을,유기,N,1.31,36.4,1.46,18.1,48.6,99.0,5.32,233,2019,0
강원,토마토,여름,관행,Y,0.22,20.9,1.16,15.1,45.2,36.6,6.62,332,2023,0
충북,토마토,여름,관행,Y,3.16,11.1,0.55,21.8,68.7,62.3,6.0,244,2019,0
충남,고추,겨울,관행,N,2.19,45.8,0.15,16.7,65.4,92.0,6.19,263,2023,0
경기,포도,여름,관행,N,0.82,34.7,1.2,14.5,50.2,78.9,6.26,168,2020,0
경남,고추,봄,유기,Y,0.31,27.1,0.14,23.0,59.8,110.4,7.04,235,2019,0
충남,감귤,여름,유기,N,6.19,43.7,0.14,21.8,59.0,147.9,6.91,191,2021,0
제주,배추,겨울,유기,Y,1.27,45.6,0.53,23.7,58.9,59.7,6.21,155,2018,0
충남,배추,가을,관행,N,1.98,16.8,0.58,25.0,66.9,105.0,7.44,172,2023,0
전남,토마토,여름,관행,N,1.03,33.4,1.18,17.3,75.6,33.4,6.36,217,2018,0
강원,상추,겨울,관행,N,2.11,10.8,0.64,22.7,78.1,0.0,6.5,226,2023,0
강원,사과,봄,유기,N,2.26,19.7,0.82,24.6,81.6,69.3,6.7,248,2021,0
제주,토마토,겨울,유기,N,2.21,37.6,0.57,20.6,56.9,91.7,5.89,216,2019,0
전북,사과,가을,관행,N,2.15,31.9,0.55,32.2,80.9,48.5,6.56,180,2022,0
강원,사과,겨울,관행,N,0.82,35.2,0.84,33.7,64.5,57.7,6.49,225,2021,0
제주,토마토,가을,관행,N,1.69,23.8,0.59,21.7,52.1,59.7,6.39,280,2022,0
경북,토마토,봄,유기,N,1.21,28.0,0.57,18.5,71.3,55.3,6.02,262,2020,0
충북,감귤,봄,유기,N,6.38,22.4,0.33,25.2,50.9,86.9,6.88,251,2022,0
경기,포도,봄,유기,Y,3.11,37.0,0.08,20.3,63.2,67.8,5.29,216,2019,0
제주,배추,겨울,유기,N,1.51,21.7,0.95,15.5,87.9,54.4,6.23,319,2018,0
제주,사과,겨울,유기,Y,1.5,50.4,0.51,26.6,73.0,85.9,6.84,205,2021,0
경기,감귤,가을,관행,N,0.99,32.8,0.71,22.9,71.3,56.5,5.86,246,2023,0
경남,사과,여름,관행,N,2.51,17.7,1.06,26.1,82.0,71.7,6.1,185,2020,2
제주,고추,가을,관행,N,1.86,25.2,1.01,27.5,55.6,63.2,6.2,220,2021,0
전북,감귤,가을,관행,N,1.4,2.9,1.44,28.8,87.0,28.1,5.93,103,2023,1
충북,상추,봄,관행,N,3.4,30.5,0.72,18.3,54.8,109.1,6.29,159,2019,0
제주,사과,봄,유기,N,3.5,7.7,0.69,15.9,71.9,52.0,6.6,252,2018,0
강원,토마토,여름,유기,Y,1.48,51.3,0.68,16.7,82.2,14.5,5.94,216,2021,0
전남,상추,봄,관행,Y,2.54,7.4,1.97,25.1,74.4,41.0,5.92,153,2019,1
전북,토마토,겨울,관행,Y,1.87,16.8,0.36,14.5,65.2,66.9,6.72,174,2019,0
경북,배추,겨울,관행,Y,3.37,42.6,0.83,31.8,37.7,33.4,5.68,209,2021,0
충남,감귤,봄,관행,N,1.43,33.2,1.04,30.1,87.2,65.3,6.42,247,2023,0
경기,사과,가을,유기,N,1.07,41.8,0.59,20.7,40.1,43.3,6.19,239,2022,0
강원,토마토,여름,유기,N,1.38,26.2,0.88,18.6,49.8,85.2,6.02,118,2021,0
전남,포도,봄,관행,Y,0.72,41.4,1.58,8.4,72.6,94.9,7.38,209,2022,0
강원,배추,가을,유기,N,2.43,34.0,1.2,21.5,58.8,133.8,6.54,239,2018,0
전남,고추,가을,유기,N,0.96,34.3,1.16,28.7,67.9,103.2,6.11,313,2020,0
전남,배추,겨울,관행,Y,3.89,48.9,0.43,22.1,70.5,140.6,6.57,185,2023,0
경북,고추,가을,유기,N,0.88,38.4,0.96,27.8,66.8,119.7,6.79,273,2022,0
전남,사과,여름,관행,Y,7.01,30.0,1.37,23.0,68.2,90.6,5.15,111,2020,0
제주,상추,봄,유기,N,3.99,27.0,0.71,23.2,68.8,44.2,6.35,146,2023,0
경남,고추,봄,유기,Y,1.55,36.4,0.55,17.9,67.4,24.6,5.55,181,2019,0
충북,포도,봄,유기,N,5.54,29.4,1.04,21.0,60.2,61.1,6.02,195,2019,0
경기,상추,겨울,관행,Y,1.29,6.5,2.4,26.3,67.7,16.3,6.77,207,2022,1
제주,사과,봄,관행,Y,2.93,35.2,0.08,24.8,52.1,53.2,6.73,162,2020,0
경기,배추,봄,관행,Y,4.03,41.2,1.68,24.6,76.8,99.3,6.3,207,2022,0
경기,배추,여름,유기,Y,0.28,27.0,1.75,31.8,78.6,79.1,5.58,124,2023,0
전남,사과,봄,관행,Y,1.31,3.0,2.21,31.8,74.6,12.6,6.01,168,2023,1
충북,토마토,가을,관행,Y,1.68,35.5,1.09,23.8,64.9,56.8,6.11,168,2019,0
전남,배추,봄,관행,N,2.4,44.5,0.4,11.8,71.8,65.0,6.83,152,2018,0
전북,포도,여름,관행,Y,1.35,39.9,1.34,23.2,78.1,80.6,6.63,119,2023,0
전북,토마토,겨울,관행,Y,2.13,23.0,0.63,14.0,55.3,127.4,7.05,208,2021,0
제주,사과,가을,유기,Y,1.81,34.7,1.04,19.4,75.8,73.5,6.34,252,2022,0
전남,토마토,봄,관행,N,1.52,3.0,2.16,26.8,82.5,8.9,6.98,132,2018,1
경북,상추,겨울,관행,N,1.44,39.1,1.07,26.7,72.6,54.5,5.94,207,2022,0
제주,토마토,여름,유기,N,2.2,34.5,0.94,20.4,69.1,97.7,6.8,265,2019,0
전북,포도,여름,관행,Y,1.2,37.3,1.32,20.5,97.7,69.9,7.04,201,2019,0
강원,감귤,가을,유기,N,1.97,18.4,1.31,35.5,92.0,92.9,6.71,157,2021,0
경남,감귤,여름,관행,Y,0.87,41.1,0.42,19.7,70.5,99.7,7.23,243,2019,0
충북,배추,봄,관행,N,2.04,27.2,1.84,24.5,68.9,70.7,7.41,225,2021,2
경기,배추,봄,관행,Y,2.51,30.4,0.77,26.8,73.0,108.8,5.51,288,2021,0
충북,배추,겨울,관행,N,1.29,54.0,0.0,20.2,78.0,103.7,6.62,247,2019,0
전북,사과,가을,유기,N,3.12,32.9,0.51,27.8,67.0,95.6,5.3,180,2022,0
전남,토마토,겨울,유기,Y,1.79,54.3,0.83,22.1,58.7,108.3,5.29,218,2021,0
제주,감귤,봄,관행,Y,1.06,1.4,2.0,28.7,79.9,16.8,6.44,118,2020,1
충남,상추,겨울,유기,N,3.4,28.6,0.73,25.4,73.4,46.8,5.61,203,2019,0
제주,감귤,봄,유기,N,1.57,43.2,0.9,14.4,67.4,57.8,6.14,138,2020,0
경남,토마토,겨울,관행,Y,4.94,5.0,1.97,27.7,72.5,13.1,6.57,189,2021,1
전남,상추,여름,관행,N,1.45,7.8,1.98,21.9,59.8,8.0,6.29,122,2022,1
강원,포도,여름,관행,Y,1.99,33.9,1.16,30.8,91.2,58.8,7.69,238,2019,0
경기,토마토,여름,관행,Y,2.66,32.0,0.72,14.2,61.9,23.6,7.01,225,2018,0
전북,토마토,가을,관행,N,1.31,47.5,1.14,22.6,78.0,73.0,5.46,175,2019,0
강원,고추,여름,관행,Y,6.53,11.7,1.48,33.4,75.1,18.8,5.96,203,2022,1
충북,포도,겨울,관행,N,1.1,35.1,0.67,19.9,71.7,104.0,6.48,129,2018,0
충남,배추,봄,유기,Y,3.62,31.8,0.18,14.7,60.9,43.2,5.98,182,2020,0
강원,감귤,가을,관행,N,0.97,28.3,0.24,20.4,89.8,146.6,5.55,67,2023,0
전북,사과,겨울,관행,Y,2.13,21.8,0.69,22.4,68.3,106.2,7.15,236,2019,0
전남,배추,겨울,관행,N,1.63,8.4,2.28,26.9,57.2,0.0,7.11,276,2023,1
전남,포도,가을,유기,Y,1.76,10.1,2.13,21.2,64.4,17.2,6.29,221,2023,2
경남,배추,가을,관행,N,1.33,2.5,2.27,27.0,60.2,21.9,6.97,182,2023,1
제주,포도,여름,유기,N,2.42,10.0,0.78,25.4,57.9,98.6,6.29,205,2019,0
전북,사과,겨울,유기,N,1.98,41.8,0.34,27.0,81.5,118.6,6.88,187,2018,0
강원,고추,겨울,관행,Y,4.57,40.5,1.09,15.0,60.6,86.8,7.17,251,2020,0
경기,토마토,여름,유기,Y,2.3,28.9,1.24,20.1,75.5,47.0,6.64,242,2023,0
전북,포도,여름,유기,Y,3.73,31.3,1.14,11.3,78.2,78.5,5.2,197,2020,0
충북,토마토,가을,유기,Y,1.8,40.5,0.43,23.8,38.3,60.1,6.39,239,2022,0
전북,고추,여름,관행,N,1.79,45.2,0.34,23.4,75.8,87.8,7.56,285,2018,0
충북,사과,가을,유기,Y,0.61,13.1,1.02,20.1,71.5,64.4,6.36,303,2018,0
제주,사과,봄,유기,Y,0.7,36.9,0.0,19.6,46.3,111.0,6.97,178,2021,0
강원,배추,겨울,유기,N,1.84,23.4,0.77,21.9,72.8,131.8,5.1,179,2023,0
전남,토마토,겨울,관행,Y,1.2,29.5,0.92,25.2,59.3,67.2,7.38,293,2019,0
충북,포도,겨울,유기,N,3.75,24.2,1.36,14.6,71.7,78.3,6.37,176,2022,0
전북,토마토,가을,관행,N,1.74,37.5,0.91,13.8,44.8,123.3,5.15,246,2020,0
강원,사과,가을,관행,Y,1.18,37.2,0.97,23.8,60.5,146.2,6.28,302,2019,0
경기,포도,가을,유기,Y,1.67,35.8,0.52,23.5,54.1,64.8,6.9,233,2023,0
제주,상추,가을,유기,Y,5.7,40.2,1.64,24.4,73.2,101.9,5.5,156,2022,0
전남,상추,봄,관행,N,2.56,31.8,0.65,24.8,76.9,109.8,5.86,183,2022,0
충남,감귤,여름,관행,N,1.47,33.7,1.42,20.7,77.1,63.8,6.92,204,2018,0
전북,토마토,여름,관행,N,2.53,7.2,1.81,28.2,73.8,5.2,5.26,216,2021,1
강원,상추,겨울,유기,Y,2.41,39.9,0.49,16.9,42.0,68.6,7.21,147,2019,0
충북,토마토,겨울,유기,Y,1.77,28.9,1.02,25.8,71.2,65.0,6.23,226,2021,0
제주,고추,가을,유기,N,3.29,44.8,0.34,15.7,53.3,64.9,6.11,221,2019,0
충북,포도,여름,유기,Y,2.09,20.7,1.17,21.9,31.8,50.5,6.86,245,2020,0
강원,포도,여름,유기,Y,1.38,26.7,1.16,24.7,75.5,130.7,6.45,146,2020,0
제주,포도,겨울,유기,N,0.87,39.5,0.21,24.1,71.3,97.3,6.25,227,2022,0
제주,고추,겨울,유기,N,0.22,38.4,0.66,17.0,68.3,61.3,6.99,205,2019,0
강원,토마토,여름,관행,Y,0.5,27.9,0.77,21.1,52.9,87.1,6.24,283,2022,0
전북,감귤,겨울,관행,N,2.17,7.5,1.16,17.6,65.6,122.7,6.09,121,2018,0
충남,사과,여름,관행,Y,1.13,35.7,1.03,29.0,79.6,90.7,7.53,104,2023,0
전북,포도,봄,관행,Y,1.09,37.9,1.6,18.2,50.9,101.6,5.99,261,2019,0
강원,포도,봄,관행,Y,1.81,26.6,0.46,24.4,64.2,81.5,7.0,205,2022,0
경기,토마토,겨울,유기,N,0.75,33.8,1.33,29.6,81.5,60.2,6.29,233,2020,0
경기,배추,가을,유기,Y,1.54,39.7,0.88,23.7,75.9,85.5,5.89,167,2022,0
제주,배추,여름,유기,N,2.79,30.9,0.76,18.6,63.2,52.7,5.61,173,2019,0
전남,배추,가을,유기,Y,0.75,45.7,0.83,27.6,67.3,74.0,7.17,85,2021,0
전북,감귤,가을,유기,Y,4.46,28.1,0.67,29.5,71.5,67.5,6.5,205,2020,0
전북,고추,여름,유기,Y,1.16,0.0,1.69,25.6,76.5,25.0,6.24,192,2019,1
충북,포도,겨울,관행,N,2.9,28.1,0.6,28.1,74.2,83.1,6.04,176,2019,0
강원,포도,여름,유기,Y,2.23,47.1,0.94,16.1,53.3,46.7,6.31,282,2019,0
전북,토마토,겨울,관행,Y,1.6,32.6,0.8,22.5,73.2,66.9,5.69,191,2023,0
충남,상추,봄,유기,Y,0.48,9.2,2.18,23.9,80.4,14.3,4.82,258,2022,1
경남,배추,봄,유기,Y,1.13,41.4,0.89,26.3,58.9,73.8,7.21,225,2023,0
전북,토마토,가을,유기,N,2.92,29.1,0.33,17.5,73.8,92.9,6.33,192,2020,0
충남,포도,여름,유기,Y,2.88,17.8,1.21,21.6,66.9,71.4,6.67,179,2020,0
충남,배추,가을,유기,Y,1.36,38.4,0.6,28.2,54.2,80.4,6.72,138,2019,0
경기,배추,여름,관행,Y,1.15,29.1,0.0,24.0,59.3,34.7,6.19,78,2023,0
충북,사과,겨울,유기,N,2.13,35.7,1.0,22.9,68.9,113.3,6.01,237,2021,0
경북,감귤,겨울,유기,N,0.25,46.8,1.57,18.6,54.4,61.2,5.51,141,2019,0
경기,감귤,겨울,유기,Y,1.07,41.4,0.68,29.5,55.4,117.5,6.5,273,2018,0
경북,배추,겨울,관행,N,1.99,3.3,0.79,27.7,67.1,8.6,6.38,211,2022,1
전북,토마토,겨울,관행,N,2.3,27.9,0.93,22.4,39.8,195.6,6.61,204,2020,0
전남,토마토,봄,유기,N,1.66,36.8,0.79,23.8,75.9,49.8,6.39,164,2021,0
충남,상추,봄,유기,Y,5.24,52.8,0.74,27.2,52.5,36.1,5.67,166,2020,0
충남,포도,가을,관행,N,3.39,30.6,0.17,22.0,71.8,79.1,7.36,419,2020,0
충북,감귤,봄,관행,N,1.16,1.9,1.09,35.9,90.0,24.9,7.04,216,2023,1
경기,감귤,봄,유기,Y,1.2,14.4,0.56,31.2,79.6,142.0,5.81,118,2022,0
경남,고추,가을,관행,N,2.25,19.2,1.22,23.4,42.3,47.2,6.21,210,2022,0
경남,배추,여름,관행,Y,3.27,3.6,2.66,32.1,68.4,11.4,6.11,233,2022,1
경기,상추,가을,관행,Y,1.76,27.0,0.45,24.3,68.0,43.7,6.17,169,2021,0
전남,고추,가을,유기,Y,0.9,39.8,1.28,24.1,77.8,100.0,5.81,293,2018,0
강원,감귤,가을,관행,N,1.3,7.6,2.46,23.1,68.4,19.7,6.4,223,2021,1
강원,포도,가을,관행,N,1.36,34.3,1.26,17.2,56.6,40.2,6.93,294,2021,0
충남,토마토,봄,유기,N,3.86,19.6,0.41,22.1,62.1,74.1,6.72,200,2020,0
경남,포도,여름,관행,Y,1.59,13.9,1.1,22.1,58.4,91.8,7.93,246,2018,0
전남,고추,겨울,유기,N,3.61,32.3,0.81,19.2,61.4,95.2,6.34,280,2019,0
전남,상추,가을,관행,Y,3.53,26.7,0.95,15.6,41.6,60.3,6.35,167,2021,0
전남,감귤,겨울,관행,Y,2.3,23.0,1.76,23.0,62.3,85.0,6.31,226,2018,0
경기,상추,가을,유기,N,1.4,14.2,0.7,21.3,67.4,18.6,6.77,171,2020,2
전북,고추,가을,관행,N,4.32,37.1,0.8,18.0,54.9,16.2,6.07,207,2018,0
경북,고추,겨울,관행,N,1.01,42.3,1.74,9.4,60.5,140.1,6.29,217,2019,0
강원,토마토,봄,유기,N,0.38,28.5,0.95,27.2,68.8,34.7,5.36,168,2019,0
충남,고추,봄,관행,N,1.06,16.5,1.02,25.7,45.3,62.1,6.02,206,2023,0
경북,포도,봄,관행,N,0.82,29.1,0.48,22.2,54.4,47.8,7.05,227,2018,0
충남,사과,봄,유기,Y,2.73,21.4,0.54,11.9,55.5,60.4,5.6,150,2021,0
경북,상추,여름,관행,N,2.9,0.0,2.95,26.1,71.5,2.5,5.75,203,2019,1
강원,배추,겨울,유기,N,1.47,36.0,0.69,21.0,65.9,53.9,6.02,249,2019,0
전남,배추,봄,관행,N,4.13,46.7,0.69,26.2,66.6,89.4,7.23,251,2022,0
전북,사과,봄,관행,N,1.75,42.3,0.34,27.5,42.1,67.7,6.4,241,2020,0
강원,사과,봄,관행,Y,3.08,44.7,1.36,32.0,46.0,136.8,6.12,251,2020,0
전남,배추,가을,유기,Y,1.85,39.6,0.52,21.2,71.2,94.0,6.97,236,2021,0
강원,포도,가을,관행,N,1.66,12.4,0.6,9.0,53.8,85.8,6.7,124,2020,0
경기,포도,봄,관행,Y,1.79,35.5,0.94,17.0,69.8,128.6,5.64,195,2021,0
경남,배추,여름,유기,Y,2.34,24.1,0.66,21.7,46.7,92.4,5.75,146,2022,0
충남,토마토,봄,관행,Y,2.14,22.0,0.9,26.9,72.3,45.0,7.11,181,2022,0
충북,토마토,겨울,관행,N,0.39,44.0,1.25,26.6,71.5,102.9,6.0,354,2019,0
전남,배추,겨울,유기,N,2.08,40.3,0.4,21.7,84.8,103.0,6.55,376,2019,0
충북,토마토,여름,유기,N,3.89,27.8,0.0,23.6,77.0,57.2,5.62,156,2018,0
경남,고추,여름,유기,Y,1.58,37.6,0.35,24.1,56.2,106.7,6.68,242,2023,0
경북,사과,가을,관행,N,1.13,22.0,0.27,24.5,75.2,61.5,5.87,217,2022,0
전북,토마토,겨울,관행,N,1.07,34.3,0.53,22.6,75.3,34.9,6.71,210,2019,0
제주,토마토,겨울,유기,N,1.05,7.4,2.41,32.5,94.7,50.4,6.23,150,2023,1
제주,사과,여름,관행,Y,3.17,28.9,1.1,25.3,64.4,85.3,6.59,221,2022,0
경기,고추,여름,관행,N,0.88,28.9,1.19,15.4,74.9,69.0,5.43,262,2021,0
충북,포도,겨울,관행,N,1.38,19.1,1.02,22.1,67.1,65.7,6.77,217,2022,0
경기,배추,가을,유기,N,4.15,32.3,0.84,21.1,70.0,92.8,6.65,116,2019,0
전남,사과,봄,유기,N,0.94,40.2,1.05,19.2,59.0,87.2,6.18,217,2022,0
강원,감귤,여름,관행,Y,0.92,23.9,0.41,17.2,60.7,67.0,6.9,279,2018,0
