Play_Time,Win_Rate,Avg_Score,Missions_Completed,Items_Collected,Purchase_Amount,Guild_Member,Play_Days,Rank_Points,Event_Participation,Game_Level
118.54,0.706,4607,150,287,190.83,Y,182,1081,24,1
141.87,0.581,8669,146,252,160.88,Y,152,1942,22,1
153.36,0.39,6958,63,276,43.04,Y,127,1962,37,1
130.64,0.429,3918,73,300,38.69,N,285,1262,22,0
137.47,0.855,4590,201,741,108.15,N,184,802,39,1
208.42,0.637,4679,285,504,78.81,Y,136,1822,21,1
193.56,0.533,5219,298,474,107.95,Y,177,1538,7,1
10.0,0.635,3948,169,170,61.62,N,324,590,20,1
100.95,0.49,5658,16,549,84.92,N,359,1653,36,1
110.12,0.529,7178,269,962,73.12,N,92,1118,0,2
14.87,0.403,3030,285,748,106.89,Y,19,591,15,1
125.65,0.508,3308,87,452,37.51,N,16,1289,1,0
194.93,0.68,4275,123,313,89.89,N,165,2270,33,2
54.81,0.228,4345,12,358,203.21,Y,231,2225,20,1
140.18,0.757,7998,241,36,195.45,N,23,2068,28,1
65.05,0.398,6503,233,38,97.75,N,187,1662,38,1
79.69,0.678,6416,11,778,36.82,N,148,1857,33,0
208.64,0.65,4603,212,844,269.75,N,340,1559,16,1
87.45,0.657,4571,126,968,106.92,Y,222,837,37,1
147.73,0.626,2822,165,629,252.38,Y,157,957,18,1
10.0,0.871,6173,69,929,110.12,Y,216,1136,39,1
231.74,0.556,5737,245,422,5.01,N,53,2341,39,1
156.16,0.713,6929,124,261,268.6,Y,176,2146,8,2
109.05,0.694,4684,252,253,145.51,Y,123,852,31,1
154.53,0.365,4787,48,244,82.52,N,70,1532,27,0
35.41,0.398,5255,178,747,14.39,Y,146,1258,30,1
190.95,0.497,6338,96,19,156.66,N,235,1407,6,0
100.56,0.394,2795,289,946,109.37,Y,214,1178,20,1
107.76,0.457,6104,169,777,320.02,Y,352,2343,6,1
90.5,0.474,4969,217,387,235.85,Y,103,1489,35,0
85.16,0.623,3412,30,704,247.51,Y,256,1630,34,1
161.68,0.354,1873,204,143,95.83,Y,203,1635,23,1
135.35,0.763,4795,34,437,92.66,Y,319,883,5,1
159.1,0.506,7172,111,118,110.25,N,331,1565,26,1
119.47,0.694,7512,70,120,47.13,Y,259,2137,17,1
150.79,0.257,5533,5,16,84.38,Y,157,2384,31,1
94.87,0.529,7943,177,797,71.9,Y,197,811,3,1
253.78,0.22,4936,76,746,187.12,Y,239,589,16,1
25.92,0.673,6430,156,894,213.44,Y,295,1537,14,1
195.66,0.441,4323,230,981,132.59,Y,87,2166,38,1
202.07,0.864,4228,57,965,40.65,N,319,1716,11,1
68.87,0.427,3984,214,992,280.07,N,293,1908,39,2
253.76,0.595,1909,92,25,156.1,N,36,684,36,0
179.73,0.38,6931,102,786,104.77,N,102,1157,23,1
178.27,0.634,4038,175,725,123.89,Y,89,200,6,1
121.68,0.527,3798,189,170,22.98,Y,213,1415,8,0
106.97,0.459,3230,198,145,72.01,Y,80,201,0,0
107.44,0.343,4693,62,977,198.1,N,113,2300,30,1
143.43,0.278,7645,175,883,21.83,Y,73,2433,29,1
204.07,0.284,8141,82,334,21.16,Y,29,1584,12,1
130.88,0.899,2509,86,84,156.79,N,170,592,29,1
65.31,0.489,4468,284,340,117.72,Y,120,1725,23,0
169.47,0.201,3448,34,15,22.11,Y,186,2615,32,1
175.27,0.867,6483,126,690,66.97,N,81,1785,3,1
159.28,0.214,5430,134,386,104.77,Y,108,2211,7,1
164.73,0.493,4045,77,58,95.86,Y,326,1209,32,1
103.74,0.702,5109,236,979,110.88,Y,294,977,14,2
64.26,0.84,4284,148,827,63.05,Y,100,1457,38,1
67.91,0.699,7421,217,905,99.51,N,63,344,35,1
21.87,0.525,5820,119,997,132.42,N,355,2858,3,1
134.22,0.882,6005,269,24,125.3,Y,250,1584,16,1
114.99,0.228,1000,220,777,64.57,Y,182,2020,29,1
93.6,0.891,4900,103,789,141.23,Y,256,1223,5,1
10.0,0.795,8125,288,783,36.61,N,84,574,34,1
45.16,0.85,6989,260,272,48.95,Y,159,2355,3,1
187.25,0.378,2229,179,396,156.63,Y,145,826,4,0
80.12,0.3,4530,9,929,139.17,N,264,1709,21,1
141.64,0.664,3198,179,75,69.26,N,71,1766,9,0
36.56,0.561,7567,208,644,48.11,N,181,1544,25,1
206.32,0.566,5366,112,794,53.69,N,305,1029,15,1
111.36,0.847,3848,47,800,128.36,Y,75,1410,10,0
137.4,0.634,5051,171,601,111.78,N,48,930,33,1
259.55,0.418,1089,241,769,45.58,N,300,1986,6,1
210.99,0.48,3373,99,910,138.5,Y,319,1843,19,1
101.61,0.293,5055,139,768,66.89,Y,160,1487,6,1
84.41,0.335,6269,5,124,37.72,Y,21,1159,5,0
100.47,0.3,2088,212,252,58.33,N,199,2764,8,1
150.59,0.767,4428,260,312,89.28,N,112,719,10,1
113.69,0.693,6515,234,349,135.11,N,216,573,16,1
96.29,0.571,2823,131,367,129.06,Y,55,1451,18,0
208.03,0.462,5344,18,227,77.18,N,294,1345,5,0
113.15,0.668,5099,150,686,97.25,Y,251,2159,1,1
257.98,0.769,7572,282,119,72.11,Y,237,1888,3,1
125.44,0.817,4655,29,789,45.65,N,189,1518,25,1
227.12,0.583,4743,68,662,79.41,N,84,1800,38,1
141.44,0.774,6282,251,961,14.26,N,343,1789,1,1
177.78,0.558,3010,172,16,216.18,Y,100,2762,1,1
76.52,0.532,4669,55,302,95.4,Y,136,1652,31,0
68.77,0.806,4316,12,899,114.93,Y,338,1091,28,1
147.58,0.47,4792,126,498,47.36,Y,19,1619,29,1
179.31,0.477,6273,180,565,94.8,N,50,200,6,1
122.42,0.413,5831,252,38,106.64,Y,279,1480,34,1
42.82,0.563,3877,265,764,69.47,Y,137,2156,24,1
38.38,0.581,5205,140,260,72.39,Y,213,1861,6,0
34.37,0.662,7236,129,963,26.59,N,213,1679,4,1
13.94,0.501,3753,279,380,263.23,N,302,1890,24,1
126.57,0.352,5218,234,196,46.78,Y,228,2162,31,1
187.5,0.807,4710,66,597,51.96,Y,158,2355,31,2
119.2,0.442,4905,205,482,225.38,N,202,1768,23,1
10.0,0.846,2554,215,476,118.75,N,270,1310,20,1
108.55,0.345,7116,74,950,135.88,Y,141,200,27,1
110.23,0.592,3838,293,370,24.96,Y,66,2087,5,0
245.76,0.576,6539,92,403,93.95,N,180,1809,14,1
32.57,0.78,4068,167,627,25.25,N,364,1592,3,1
96.56,0.297,4062,150,178,41.16,Y,45,1087,33,0
222.35,0.837,6820,209,830,288.31,Y,67,2079,24,2
147.0,0.572,6491,270,237,34.84,Y,363,1346,31,1
153.8,0.61,5313,121,249,131.46,Y,303,1479,19,0
126.88,0.557,6142,118,20,37.84,Y,47,1466,37,0
139.8,0.225,4567,226,349,41.97,Y,81,1770,37,0
166.66,0.548,4987,285,586,404.45,Y,253,811,24,1
71.43,0.384,4008,273,707,77.47,Y,286,1838,33,1
172.68,0.44,6356,227,899,23.22,Y,269,1067,26,1
37.62,0.654,3960,212,780,135.33,Y,315,1089,28,1
139.7,0.548,7228,231,327,188.75,N,187,2031,9,1
130.72,0.265,4526,281,827,144.02,Y,320,903,39,1
83.02,0.251,5031,8,202,72.41,N,219,2030,7,0
118.64,0.33,6138,178,217,74.29,N,176,1561,27,1
82.65,0.334,5036,15,364,54.65,N,234,511,24,0
55.7,0.626,4553,175,543,31.16,Y,159,2319,3,1
98.78,0.324,4955,121,211,105.21,Y,223,1686,30,1
53.76,0.817,6341,94,901,69.69,N,305,1736,3,1
139.37,0.347,4006,267,277,25.62,Y,349,2104,20,1
50.99,0.264,4811,214,398,78.93,Y,213,2400,32,1
162.72,0.813,5015,172,608,47.02,Y,7,1621,5,1
49.11,0.407,6297,265,435,101.28,N,228,1870,14,1
86.02,0.498,4850,33,409,94.17,N,95,1723,20,0
82.52,0.871,7712,195,984,62.31,Y,89,1294,36,2
199.51,0.861,4765,51,441,81.77,N,322,550,15,1
139.82,0.7,4643,73,121,87.1,N,165,1629,4,0
107.3,0.248,4743,59,732,156.6,Y,289,2327,5,1
149.92,0.615,3025,165,708,79.55,Y,138,1850,7,1
10.0,0.892,3445,190,226,55.72,Y,223,860,34,1
117.41,0.863,4204,228,851,67.25,N,244,2159,30,2
239.85,0.274,6704,134,398,250.35,N,326,1314,16,1
127.94,0.477,4950,282,159,39.05,N,75,245,33,0
124.07,0.421,4273,115,180,70.7,N,207,2111,36,1
152.89,0.291,6840,51,717,69.89,Y,151,933,34,1
173.74,0.686,7327,15,223,72.18,N,171,2568,0,1
10.0,0.392,6883,42,475,30.17,N,310,2189,3,1
19.06,0.441,3720,136,736,66.97,N,53,1363,29,1
132.62,0.263,4257,126,854,53.47,Y,201,1776,15,1
77.11,0.549,7721,256,494,100.95,Y,144,2954,6,0
198.72,0.311,5362,42,908,172.02,Y,327,2100,25,1
101.09,0.502,4599,82,309,106.64,Y,82,1643,14,0
10.0,0.3,6078,294,873,89.48,N,88,3233,36,1
43.92,0.868,6511,13,257,114.18,N,37,1571,23,1
10.0,0.301,4143,130,73,95.59,N,163,1849,9,0
105.95,0.565,5329,63,728,81.27,Y,8,938,37,0
108.7,0.338,6390,162,759,152.6,Y,185,495,24,1
94.53,0.253,3260,292,927,65.56,Y,85,1327,11,1
184.73,0.342,5019,71,922,29.8,N,149,1523,5,0
191.91,0.238,3328,114,111,52.03,N,222,1698,22,1
109.78,0.298,3525,137,625,46.6,Y,251,648,29,1
10.0,0.545,4155,240,707,295.11,N,27,1896,33,1
157.04,0.656,5716,295,604,178.83,N,58,1002,5,1
153.32,0.261,4517,33,28,90.27,Y,119,1865,17,0
138.56,0.509,4027,149,54,47.6,Y,191,2061,39,1
178.89,0.607,5077,227,673,151.56,Y,323,1263,26,2
50.11,0.364,3280,7,857,87.76,Y,54,922,3,0
240.53,0.46,5643,242,187,65.67,N,29,2426,36,1
62.43,0.25,6697,76,55,88.28,Y,231,2024,27,1
164.95,0.354,4881,157,409,67.05,N,357,1591,18,1
18.76,0.527,4696,293,320,113.24,N,303,2381,31,1
64.18,0.893,5560,192,983,27.35,Y,208,1550,25,1
210.98,0.897,1957,296,926,112.69,N,12,1128,10,1
104.35,0.886,5805,183,562,66.98,Y,212,899,31,1
170.4,0.496,9653,67,950,153.84,N,169,1435,10,1
134.22,0.256,4816,209,236,181.62,Y,165,1963,9,0
113.7,0.427,4821,186,991,207.97,N,182,2334,23,1
201.83,0.366,6115,96,452,309.38,Y,207,1514,0,1
105.8,0.21,7468,27,481,203.25,Y,264,2228,25,1
13.16,0.267,6462,196,60,150.59,Y,74,1371,22,0
71.81,0.517,1767,175,185,31.01,N,31,1031,28,0
153.07,0.438,5845,233,202,7.45,N,23,716,6,0
143.73,0.326,8858,42,493,164.64,N,151,1196,23,1
25.98,0.701,5934,163,197,40.98,Y,187,739,17,1
76.54,0.45,3268,246,111,450.36,N,287,2706,6,1
85.1,0.796,5423,267,609,20.67,N,161,1764,18,1
98.07,0.369,3079,282,873,146.27,Y,196,1443,36,1
37.45,0.577,6849,67,79,95.38,Y,356,2533,32,1
82.3,0.329,3566,56,564,23.13,Y,274,719,6,0
76.28,0.547,5111,174,960,94.96,N,253,1418,33,1
166.29,0.307,3713,141,410,45.45,Y,136,2700,22,1
168.55,0.313,4180,74,191,77.67,Y,59,1414,1,0
111.25,0.629,7229,35,88,78.49,N,336,2968,36,1
96.48,0.385,5155,47,936,46.0,N,204,1971,21,1
128.4,0.321,4161,105,411,62.49,Y,32,2284,36,1
71.01,0.851,3282,223,114,42.38,N,178,2301,3,1
51.19,0.23,2192,24,867,14.91,Y,37,1501,6,0
63.59,0.596,3123,36,803,89.28,N,358,1207,36,1
81.91,0.584,5168,83,706,202.57,Y,195,1431,9,0
50.19,0.375,6470,262,93,44.53,Y,287,908,21,1
129.72,0.517,4159,297,91,271.34,N,174,1460,24,1
163.78,0.261,7356,134,226,308.51,Y,12,1497,37,1
24.77,0.705,3924,18,168,58.38,N,234,2514,13,1
121.51,0.355,4643,8,536,69.74,Y,240,1856,30,1
106.8,0.335,3381,258,398,59.3,Y,87,2918,29,1
140.49,0.42,6486,136,767,31.44,N,262,204,28,1
119.22,0.832,8146,27,110,69.99,Y,86,770,20,1
32.78,0.758,2357,250,730,64.05,N,253,1287,2,1
44.26,0.863,4481,161,934,88.15,N,274,2395,10,1
121.77,0.656,6897,108,139,91.71,Y,54,1434,22,1
181.73,0.664,2830,138,655,29.3,Y,110,619,16,1
10.0,0.536,5850,71,513,126.6,Y,63,1353,7,0
140.74,0.834,6832,279,103,69.35,Y,266,781,27,2
191.38,0.558,5117,237,299,34.73,Y,89,664,18,1
110.82,0.449,5825,63,790,68.14,Y,235,2699,31,1
153.01,0.648,7641,221,870,94.32,N,155,1289,21,2
77.82,0.582,7923,58,374,228.03,Y,34,1604,14,0
112.84,0.287,4907,138,115,204.19,N,322,1444,4,0
22.75,0.475,4201,225,252,54.5,Y,261,1349,4,0
10.0,0.419,3620,15,844,73.05,Y,99,996,20,0
176.57,0.793,6465,219,574,41.31,Y,321,1314,14,2
60.9,0.465,2942,71,436,105.64,Y,260,1702,28,1
92.67,0.775,4621,211,23,56.93,N,298,2351,25,1
36.81,0.51,5154,152,784,71.16,Y,69,2068,11,1
35.4,0.727,4245,12,470,168.61,N,8,769,30,1
109.57,0.295,5420,229,549,29.19,N,27,2093,22,1
76.23,0.847,8847,81,845,204.5,Y,199,1785,35,1
142.68,0.536,4818,285,566,113.19,N,288,1125,38,1
147.15,0.382,4347,252,928,198.14,N,333,1609,38,1
139.25,0.369,6523,61,563,140.44,Y,350,1843,5,1
134.32,0.386,5359,182,349,158.43,N,220,1528,21,1
214.67,0.457,7159,111,923,84.92,Y,232,1788,1,1
55.94,0.702,5247,182,646,33.93,N,109,982,35,1
116.7,0.865,4627,169,762,51.2,Y,5,2696,28,1
187.96,0.668,2324,92,234,43.4,N,75,342,10,0
195.87,0.583,2570,197,674,11.26,N,25,1847,24,1
34.69,0.514,2246,81,564,168.41,N,251,1720,22,1
101.26,0.78,5569,272,114,77.85,N,186,1886,21,1
201.49,0.795,2957,284,261,40.49,Y,282,1075,21,1
150.48,0.405,6883,53,912,300.75,N,58,2202,39,1
131.72,0.867,5045,219,575,387.36,Y,333,1435,30,1
106.94,0.477,4634,279,776,25.85,Y,264,788,16,1
96.97,0.76,3734,42,180,69.95,Y,331,843,30,1
137.29,0.877,5933,223,225,66.47,N,238,1575,5,1
104.86,0.693,3793,281,941,37.75,N,127,542,11,1
117.45,0.313,3522,71,425,165.71,Y,230,2580,4,1
124.72,0.61,6783,176,888,11.43,N,222,2129,35,2
79.32,0.283,5532,240,810,251.13,N,70,2596,0,1
151.93,0.752,4648,103,343,87.63,Y,41,2533,35,1
294.85,0.397,5962,75,950,284.43,Y,239,1289,33,1
13.38,0.687,5013,122,778,82.2,N,39,978,37,1
139.44,0.837,5575,103,136,66.28,N,41,200,30,0
74.39,0.327,3775,218,104,174.75,Y,30,1256,18,0
154.64,0.475,8106,114,135,283.21,Y,228,2559,32,1
122.79,0.653,4131,116,742,253.31,Y,338,1003,39,1
165.71,0.494,7334,283,151,17.61,Y,183,1374,35,1
190.53,0.322,4717,175,289,210.53,Y,59,1167,31,1
131.55,0.22,6211,279,440,63.71,Y,189,1725,30,1
187.92,0.485,6101,214,144,75.79,Y,178,2272,26,1
10.0,0.654,6720,266,337,62.65,N,218,576,35,1
215.43,0.602,3739,62,681,51.18,Y,160,691,17,1
142.5,0.309,6613,281,972,70.56,Y,196,2392,20,2
184.67,0.515,7770,283,475,36.53,Y,121,1940,33,1
46.81,0.459,4612,17,749,211.38,N,331,1344,10,0
70.15,0.392,5052,110,534,139.06,Y,198,2524,30,1
128.76,0.71,4215,126,471,100.16,Y,116,681,4,1
118.98,0.417,4480,128,525,62.63,Y,6,2059,23,1
136.98,0.578,7567,234,958,54.04,N,249,1459,1,1
185.07,0.846,3494,211,68,116.49,Y,141,1864,39,1
14.09,0.577,3587,67,518,102.61,Y,94,200,33,0
178.43,0.632,7416,184,60,183.21,N,177,1344,9,1
120.5,0.251,5937,292,876,54.79,N,179,1942,6,1
107.77,0.325,8181,134,605,50.57,Y,294,1462,25,1
31.73,0.271,4324,278,56,135.03,Y,200,2253,36,1
150.18,0.735,5189,196,627,155.5,N,257,2233,12,2
10.0,0.785,4009,277,441,368.4,N,237,925,38,1
158.9,0.331,5215,271,56,16.69,N,310,1994,18,1
30.47,0.353,2339,9,978,219.29,N,7,904,17,0
123.21,0.426,6027,241,384,94.03,N,140,1532,13,0
112.85,0.614,5485,60,33,57.39,N,262,1894,10,0
190.17,0.635,4914,248,616,117.6,Y,55,999,13,1
109.28,0.681,4414,243,381,114.68,N,164,1972,6,1
78.35,0.834,3658,81,660,58.76,N,149,1197,15,1
89.6,0.407,6092,24,170,18.08,N,295,1152,11,0
196.37,0.661,3243,128,829,219.8,Y,351,1924,2,1
152.18,0.592,5768,94,425,46.93,Y,43,998,14,1
96.86,0.414,8112,168,426,41.0,N,82,968,1,1
105.81,0.835,7228,29,805,50.81,N,283,2125,7,1
25.97,0.267,2742,18,552,150.24,Y,67,1565,28,0
143.31,0.698,4195,133,11,64.62,N,183,628,1,1
14.41,0.71,5632,232,582,51.64,Y,344,2013,12,2
165.11,0.841,4895,97,649,112.06,Y,356,1256,27,1
127.72,0.563,2901,100,318,100.84,N,346,658,0,0
263.22,0.425,5578,53,188,52.59,N,53,200,29,0
53.99,0.779,4985,88,63,17.72,Y,58,2042,3,0
113.84,0.74,7871,93,847,147.91,Y,68,984,2,1
227.9,0.55,4620,81,14,102.22,Y,282,754,7,0
191.48,0.738,6752,106,587,12.11,N,69,1884,34,1
78.23,0.388,3099,88,837,241.16,N,159,1983,1,0
133.44,0.613,3458,205,358,11.52,N,299,1028,3,1
120.12,0.806,6082,104,208,43.79,N,182,2048,37,1
136.92,0.423,6626,227,717,46.25,Y,343,2733,24,2
78.08,0.538,3564,183,633,53.23,Y,184,2308,22,1
114.64,0.866,5036,193,24,51.82,N,141,2215,1,1
24.12,0.759,2928,177,581,28.15,Y,353,1688,15,2
128.11,0.821,4728,277,10,95.17,Y,201,1234,23,1
147.0,0.47,6255,80,405,165.26,Y,71,1466,21,0
106.35,0.898,4348,294,311,94.22,N,233,1764,20,1
23.1,0.307,4626,65,835,106.37,Y,283,745,4,0
179.31,0.563,3305,45,977,65.8,Y,306,1038,39,1
141.87,0.535,4027,248,701,91.52,N,7,643,28,1
76.44,0.759,7637,269,737,112.2,Y,44,1641,9,1
103.16,0.836,5109,32,32,139.11,Y,231,1550,38,1
29.96,0.712,3497,181,73,48.42,N,272,1108,12,1
58.48,0.639,4528,156,778,43.27,N,239,1992,5,1
87.73,0.499,2604,69,433,7.62,Y,142,873,35,0
193.71,0.557,3479,158,511,288.41,Y,276,1086,6,1
81.63,0.557,7041,207,695,276.48,Y,213,1968,2,1
158.41,0.214,4786,174,353,80.16,Y,338,2057,25,2
87.7,0.552,7836,158,685,83.64,N,137,1023,10,1
134.88,0.799,4857,266,729,229.74,N,276,1639,6,1
111.52,0.696,4946,71,247,29.0,Y,56,1033,4,0
172.38,0.757,5961,189,689,39.52,N,268,1382,5,1
87.91,0.473,991,98,177,239.27,Y,268,1586,38,0
25.65,0.57,5307,292,317,65.26,Y,96,1836,26,0
37.08,0.223,4927,79,782,34.78,N,27,1691,33,0
88.09,0.468,7229,262,983,116.93,Y,362,1664,24,1
45.06,0.532,6447,191,73,48.66,Y,32,853,21,0
144.61,0.379,3299,68,652,212.31,N,173,1733,8,0
92.05,0.222,6863,228,574,90.96,Y,5,1831,38,1
262.48,0.683,4607,76,609,50.3,Y,155,1913,32,1
15.74,0.505,3643,82,788,52.62,Y,300,1068,21,1
132.22,0.491,5296,106,79,112.95,Y,185,2049,4,0
52.32,0.375,4696,206,741,71.68,Y,91,710,30,1
90.4,0.576,7308,120,286,64.47,Y,146,1242,13,0
128.49,0.507,5511,172,162,142.85,Y,38,1335,8,0
10.0,0.532,5308,168,452,231.86,Y,218,743,29,1
134.21,0.607,6351,63,36,129.24,N,6,1326,33,0
234.17,0.204,6639,73,634,45.47,N,130,1633,24,1
92.79,0.835,6175,95,569,32.88,N,26,405,2,0
135.59,0.25,7129,70,517,137.11,N,91,1263,24,1
181.5,0.516,5913,276,40,129.06,N,29,451,36,1
110.16,0.345,5251,117,765,60.84,Y,339,2725,27,1
85.14,0.567,6859,124,44,72.78,Y,282,1627,10,0
10.0,0.396,4864,203,269,47.72,Y,339,1575,25,1
158.46,0.802,5050,237,401,33.6,Y,250,1639,9,1
113.21,0.477,7582,207,705,51.1,N,183,1863,34,1
59.24,0.647,7433,167,413,5.25,Y,67,2087,33,2
127.6,0.374,4988,292,818,186.17,N,351,562,22,1
84.98,0.214,4320,270,935,24.51,Y,335,2286,5,1
88.29,0.483,7195,64,767,81.46,Y,154,2247,16,1
156.38,0.576,6201,52,48,9.36,Y,86,1460,4,0
39.7,0.522,5473,120,773,126.03,Y,144,1429,30,0
182.84,0.873,4517,251,214,153.56,Y,146,200,27,1
36.14,0.695,5498,289,889,87.13,N,335,754,10,0
80.24,0.897,4967,212,978,77.83,Y,29,1811,34,1
235.38,0.407,4003,208,93,47.56,N,232,2220,30,1
187.64,0.752,5194,73,107,183.08,N,281,1937,37,1
125.86,0.589,5398,179,700,19.55,Y,279,1455,11,1
63.57,0.628,4437,59,151,57.67,N,74,2656,6,0
88.24,0.89,6356,164,968,42.92,Y,153,2103,19,2
124.4,0.658,6933,62,544,41.63,Y,128,1264,10,1
122.25,0.829,6455,27,577,179.81,Y,151,2809,29,1
114.55,0.708,4586,290,861,74.17,N,36,842,17,1
118.15,0.289,6134,268,225,47.24,Y,34,617,25,0
107.14,0.69,5117,207,560,104.67,N,13,1247,6,1
33.48,0.539,3146,189,998,98.44,N,353,1045,3,1
89.01,0.843,6009,75,31,151.65,Y,155,1281,37,1
174.88,0.765,5219,173,182,113.06,N,87,1979,17,1
37.9,0.273,8890,225,154,76.84,N,292,1480,5,1
108.63,0.294,7186,164,342,80.98,Y,182,1495,32,1
70.81,0.249,6067,88,138,109.5,Y,136,1535,5,0
126.68,0.545,5374,120,180,37.36,Y,46,200,39,0
96.68,0.257,5246,253,854,96.93,Y,143,591,15,1
208.64,0.707,3494,80,469,228.34,N,237,1269,18,1
150.39,0.587,2392,288,364,87.18,Y,229,994,10,1
41.29,0.785,3691,227,424,62.15,Y,145,1361,3,1
160.27,0.396,4928,267,970,61.51,N,225,2342,16,2
73.52,0.563,1842,155,496,106.27,N,281,1455,14,1
85.38,0.282,4184,71,474,93.05,N,339,707,17,1
138.83,0.819,4629,15,928,130.24,Y,195,1024,19,1
90.5,0.323,4677,162,46,49.85,N,87,2526,25,1
173.57,0.272,4007,122,483,70.92,Y,51,2419,2,1
73.53,0.344,4488,38,750,145.66,N,61,1858,14,0
82.86,0.764,7586,278,519,153.7,Y,8,563,34,1
80.62,0.274,5993,291,869,154.54,Y,205,1684,38,1
86.06,0.63,4160,115,887,135.16,N,81,1730,21,1
185.95,0.722,4897,202,342,138.38,N,86,1515,14,1
157.73,0.726,4958,126,819,96.8,N,265,1158,16,2
222.6,0.333,3848,151,251,23.6,Y,120,1282,31,1
256.06,0.243,3846,189,247,25.92,N,303,1116,15,1
58.16,0.514,6516,127,977,85.93,Y,54,813,37,1
124.23,0.342,4370,241,22,88.78,Y,127,2320,1,0
49.43,0.689,3358,60,359,40.81,Y,23,2029,24,1
73.34,0.45,4935,202,633,43.1,Y,197,1329,20,1
82.2,0.515,5177,295,419,76.46,Y,49,1711,18,2
56.57,0.279,2041,255,846,316.62,N,91,1734,19,1
56.89,0.597,4939,18,259,34.58,Y,269,2906,6,0
111.34,0.33,6302,38,557,59.61,N,321,2024,13,1
47.0,0.675,5677,190,133,151.48,N,201,2001,14,1
170.53,0.25,8345,277,219,133.03,Y,352,1523,26,1
64.93,0.883,6877,253,181,102.34,N,277,1239,23,1
288.57,0.679,7173,271,743,14.22,Y,276,2330,16,2
92.92,0.327,9200,49,210,67.88,N,361,1891,20,1
124.32,0.21,6137,158,672,261.61,Y,36,1002,22,1
42.28,0.434,5245,219,352,41.87,Y,88,1772,1,0
222.37,0.307,6461,189,569,40.48,Y,162,2002,35,2
187.17,0.353,4161,234,875,221.59,N,227,243,35,1
137.81,0.811,5162,67,864,76.34,Y,361,947,14,1
39.19,0.622,4028,139,21,15.47,N,40,1718,30,1
132.64,0.324,5597,137,786,30.69,Y,87,345,15,1
52.71,0.59,4022,282,956,50.92,N,112,440,2,0
207.74,0.379,3970,64,671,98.76,Y,246,1338,34,1
168.55,0.883,5620,101,195,69.93,Y,347,1795,10,1
125.73,0.223,4793,11,668,38.9,Y,342,1823,14,1
10.0,0.713,2109,49,639,70.72,Y,274,2449,23,1
61.0,0.741,2817,294,665,41.84,N,283,1549,17,1
161.27,0.247,3279,255,434,271.79,N,154,1276,10,1
192.77,0.32,3676,81,529,29.14,Y,224,716,32,1
186.55,0.469,5622,212,655,56.43,Y,66,1269,14,1
24.48,0.808,5328,179,469,50.03,Y,187,1925,23,1
138.09,0.576,6598,272,775,50.72,N,110,1952,26,1
180.93,0.659,6129,93,712,32.3,N,339,1659,37,1
20.5,0.748,6608,298,310,210.31,N,137,1828,19,1
119.53,0.78,5913,114,614,332.76,N,147,2266,18,1
136.43,0.533,5315,216,758,107.77,Y,150,1545,36,1
101.95,0.556,6649,122,495,101.05,Y,329,2320,19,2
10.0,0.703,6379,203,717,18.83,N,340,1064,11,1
100.46,0.384,5564,103,135,206.85,Y,160,1456,1,0
100.36,0.798,6907,253,392,41.81,Y,363,1212,12,1
111.12,0.215,1481,193,704,16.63,Y,277,1976,7,1
86.19,0.337,4564,90,896,122.17,N,309,891,12,1
93.42,0.76,4541,288,649,170.68,N,334,1307,21,1
117.62,0.438,6729,214,667,205.45,N,124,384,20,1
146.55,0.305,7357,131,348,57.02,Y,203,1857,7,1
101.73,0.331,2825,45,703,51.72,Y,107,2248,18,1
95.42,0.572,7117,292,362,95.15,Y,116,2046,18,1
125.54,0.792,3243,227,61,69.95,N,172,1988,1,1
10.0,0.249,3288,202,254,123.91,Y,23,2004,11,1
148.62,0.221,4649,250,615,95.9,N,82,1920,28,1
119.97,0.526,4523,184,962,38.88,Y,296,1869,0,1
122.38,0.869,2662,73,500,210.0,N,64,1907,12,1
177.64,0.395,5975,74,861,124.44,N,228,1107,19,1
10.0,0.871,6019,28,780,167.94,Y,280,1380,6,1
10.0,0.821,6581,23,565,39.48,N,99,1542,25,1
136.43,0.398,4350,219,806,121.9,Y,169,1299,28,1
119.57,0.772,4941,256,407,146.44,N,320,560,13,1
130.21,0.68,4954,53,448,93.14,N,305,759,9,1
92.27,0.558,7532,174,739,31.96,N,336,1638,31,1
159.86,0.496,749,41,642,86.74,Y,231,2043,8,1
175.96,0.771,3565,127,532,136.86,N,324,1506,5,1
149.04,0.755,5008,238,438,175.87,N,148,3159,1,1
104.35,0.73,3372,244,976,20.56,N,221,948,3,1
10.0,0.899,4613,284,75,91.76,N,245,1767,34,1
166.15,0.535,4811,96,64,25.46,Y,356,2275,37,1
193.3,0.765,4013,284,484,138.12,Y,137,2139,21,2
158.67,0.804,5097,236,43,164.0,Y,319,1893,36,1
67.22,0.348,5942,104,347,36.36,Y,188,2142,28,1
160.43,0.229,4646,101,572,30.53,Y,42,1533,16,1
171.63,0.483,4320,36,411,49.69,N,240,2498,28,1
213.53,0.8,4751,276,211,71.98,Y,358,2270,16,2
67.43,0.402,4989,64,291,44.33,Y,168,989,38,0
106.41,0.69,2390,84,608,146.82,N,202,1693,34,1
164.84,0.205,5692,126,951,176.5,N,338,572,33,1
123.44,0.449,4323,45,783,88.93,N,336,2413,21,1
